3768;12.10000
16776;12.20000
29848;12.20000
42916;12.20000
55976;12.10000
69048;12.10000
82116;12.10000
95188;12.40000
108260;12.20000
121372;12.20000
134492;12.00000
147596;12.30000
160712;12.20000
173824;12.20000
186936;12.20000
200056;12.10000
213168;12.10000
226284;12.20000
239400;12.20000
252516;12.10000
265632;12.20000
278744;12.20000
291872;12.40000
304988;12.20000
318100;12.10000
331216;12.10000
344328;12.10000
357444;12.50000
370564;12.20000
383672;12.10000
396792;12.10000
409904;12.20000
423012;12.30000
436128;12.10000
449244;12.20000
462360;12.10000
475476;12.40000
488588;12.20000
501708;12.10000
514832;12.20000
527944;12.20000
541060;12.20000
554176;12.30000
567292;12.10000
580412;12.10000
593532;12.10000
606644;12.10000
619764;12.40000
632884;12.20000
645996;12.20000
659112;12.10000
672232;12.10000
685344;12.40000
698456;12.20000
711572;12.20000
724688;12.20000
737804;12.30000
750916;12.20000
764036;12.20000
777148;12.20000
790268;12.10000
803388;12.10000
816504;12.10000
829616;12.20000
842740;12.20000
855860;12.10000
868972;12.10000
882088;12.40000
895200;12.10000
908320;12.20000
921436;12.10000
934548;12.20000
947668;12.30000
960780;12.10000
973900;12.10000
987012;12.10000
1000128;12.40000
1013284;12.20000
1026448;12.20000
1039600;12.10000
1052764;12.10000
1065920;12.40000
1079080;12.20000
1092244;12.10000
1105408;12.10000
1118580;12.00000
1131736;12.30000
1144900;12.20000
1158056;12.20000
1171224;12.20000
1184384;12.10000
1197544;12.20000
1210704;12.10000
1223868;12.10000
1237040;12.10000
1250200;12.10000
1263364;12.20000
1276528;12.10000
1289684;12.10000
1302848;12.10000
1316012;12.20000
1329172;12.20000
1342328;12.20000
1355492;12.10000
1368660;12.10000
1381824;12.20000
1394988;12.10000
1408152;12.10000
1421304;12.10000
1434472;12.00000
1447620;12.30000
1460784;12.10000
1473948;12.20000
1487112;12.10000
1500272;12.00000
1513436;12.30000
1526596;12.00000
1539744;12.10000
1552908;12.20000
1566072;12.20000
1579236;12.20000
1592400;12.10000
1605556;12.10000
1618720;12.10000
1631884;12.60000
1645048;12.20000
1658212;12.20000
1671372;12.00000
1684536;11.90000
1697696;12.30000
1710868;12.30000
1724028;12.30000
1737192;12.20000
1750356;12.30000
1763520;12.10000
1776684;12.10000
1789840;12.00000
1803000;12.10000
1816160;12.60000
1829316;12.30000
1842480;11.90000
1855640;12.00000
1868796;11.90000
1881964;12.20000
1895128;12.40000
1908296;12.20000
1921460;12.10000
1934624;12.40000
1947784;12.00000
1960944;12.00000
1974104;12.10000
1987268;12.30000
2000436;12.60000
2013592;12.30000
2026756;12.20000
2039920;11.90000
2053084;11.90000
2066252;12.00000
2079400;12.00000
2092552;12.30000
2105720;12.30000
2118884;12.10000
2132048;12.30000
2145208;12.00000
2158364;11.80000
2171528;11.80000
2184684;12.10000
2197844;12.10000
2211008;12.30000
2224180;12.20000
2237340;12.20000
2250512;12.00000
2263664;12.20000
2276824;11.90000
2289988;11.80000
2303152;12.00000
2316308;12.20000
2329468;12.20000
2342632;12.40000
2355796;12.30000
2368960;12.20000
2382124;12.30000
2395288;12.30000
2408448;11.80000
2421608;11.80000
2434772;11.80000
2447940;12.40000
2461104;12.00000
2474252;12.20000
2487416;12.40000
2500584;12.40000
2513752;12.40000
2526916;12.30000
2540080;12.20000
2553244;11.90000
2566408;12.10000
2579564;11.80000
2592724;11.80000
2605888;11.70000
2619052;11.80000
2632216;12.40000
2645368;12.40000
2658524;12.40000
2671688;12.50000
2684840;12.60000
2698000;12.50000
2711160;12.30000
2724324;12.20000
2737476;12.20000
2750640;12.40000
2763812;11.90000
2776968;11.70000
2790128;11.70000
2803288;11.80000
2816448;11.80000
2829600;11.80000
2842760;11.90000
2855924;12.00000
2869088;11.90000
2882244;11.90000
2895408;12.10000
2908572;12.30000
2921736;12.50000
2934888;12.50000
2948052;12.50000
2961216;12.60000
2974380;12.40000
2987544;12.40000
3000704;12.60000
3013864;12.40000
3027028;12.40000
3040180;12.20000
3053344;12.30000
3066508;12.50000
3079672;12.40000
3092844;12.30000
3106008;12.40000
3119176;12.30000
3132340;12.40000
3145508;12.40000
3158672;12.30000
3171828;12.30000
3185004;12.20000
3198160;12.40000
3211332;12.40000
3224492;12.30000
3237660;12.30000
3250824;12.30000
3263988;12.40000
3277156;12.40000
3290320;12.30000
3303484;12.30000
3316644;12.60000
3329812;12.60000
3342968;12.40000
3356120;12.50000
3369280;12.40000
3382440;12.70000
3395600;12.40000
3408752;12.40000
3421916;12.40000
3435084;12.60000
3448248;12.50000
3461400;12.40000
3474564;11.80000
3487736;11.80000
3500896;12.10000
3514060;11.80000
3527228;11.70000
3540392;11.60000
3553556;11.70000
3566716;11.90000
3579876;11.70000
3593040;11.70000
3606204;12.20000
3619364;12.50000
3632520;12.40000
3645684;12.40000
3658836;12.20000
3672000;12.40000
3685172;12.80000
3698332;12.50000
3711488;12.30000
3724664;12.20000
3737828;11.80000
3750984;11.80000
3764148;11.70000
3777316;11.60000
3790480;11.70000
3803636;12.50000
3816816;12.30000
3829980;12.30000
3843144;12.20000
3856296;12.30000
3869460;12.60000
3882624;12.50000
3895788;12.30000
3908948;12.20000
3922108;12.00000
3935276;11.80000
3948432;11.70000
3961592;11.70000
3974752;11.80000
