3264440;33.20000
3277608;33.40000
3290772;33.30000
3303936;33.40000
3317108;33.20000
3330272;33.20000
3343436;33.60000
3356604;33.40000
3369768;33.30000
3382932;33.40000
3396092;33.60000
3409268;33.60000
3422432;33.40000
3435596;33.30000
3448764;33.70000
3461932;33.90000
3475096;33.90000
3488256;33.80000
3501432;33.70000
3514592;33.50000
3527764;33.80000
3540928;33.60000
3554092;33.50000
3567256;33.50000
3580428;33.30000
3593592;33.00000
3606760;32.80000
3619924;32.80000
3633076;32.70000
3646244;32.60000
3659404;32.50000
3672568;32.50000
3685744;32.40000
3698908;32.40000
3712072;32.10000
3725240;33.00000
3738404;33.00000
3751560;32.80000
3764720;33.00000
3777876;33.00000
3791036;33.60000
3804208;33.60000
3817372;33.50000
3830536;33.40000
3843700;33.70000
3856860;32.50000
3870020;32.50000
3883184;32.20000
3896352;32.20000
3909516;32.30000
3922680;32.20000
3935840;32.60000
3949004;32.70000
3962164;33.00000
3975328;33.10000
3988496;33.20000
4001660;33.30000
4014824;33.20000
4027992;33.20000
4041160;32.80000
4054324;32.40000
4067484;32.00000
4080644;32.10000
4093812;32.40000
4106972;32.50000
4120140;32.50000
4133304;33.30000
4146468;33.70000
4159628;33.30000
4172792;33.10000
4185960;32.60000
4199124;31.90000
4212288;32.00000
4225448;32.10000
4238612;32.40000
4251772;32.40000
4264940;24.40000
4278116;24.90000
4291272;24.70000
4304436;24.10000
4317600;23.60000
4330764;23.30000
4343932;23.70000
4357100;24.10000
4370268;24.20000
4383432;24.60000
4396592;24.70000
4409760;23.90000
4422924;23.40000
4436088;23.20000
4449260;23.30000
4462428;24.00000
4475588;24.80000
4488756;25.00000
4501916;24.30000
4515084;23.80000
4528248;23.90000
4541416;23.90000
4554584;24.20000
4567748;24.60000
4580916;25.00000
4594076;24.70000
4607240;24.20000
4620404;23.40000
4633572;23.90000
4646740;24.50000
4659904;25.00000
4673064;24.90000
4686228;23.60000
4699384;23.30000
4712548;24.10000
4725712;24.40000
4738880;24.60000
4752044;24.30000
4765208;23.90000
4778368;23.50000
4791528;23.90000
4804692;24.30000
4817856;24.70000
4831024;24.60000
4844188;23.80000
4857352;23.60000
4870524;24.10000
4883688;25.20000
4896852;24.70000
4910016;24.00000
4923188;23.60000
4936352;23.80000
4949520;25.30000
4962688;24.80000
4975852;24.40000
4989016;23.60000
5002184;23.70000
5015352;24.10000
5028520;25.10000
5041684;24.40000
5054848;23.90000
5068012;23.70000
5081180;24.10000
5094340;25.00000
5107512;24.60000
5120680;23.90000
5133844;23.70000
5147008;24.30000
5160168;24.90000
5173328;24.60000
5186488;24.00000
5199656;23.70000
5212824;24.40000
5225992;25.00000
5239160;24.60000
5252324;24.10000
5265488;32.40000
5278648;33.00000
5291812;33.70000
5304984;33.20000
5318152;32.70000
5331324;32.80000
5344484;33.00000
5357644;33.10000
5370812;33.30000
5383980;32.70000
5397144;32.70000
5410304;32.90000
5423476;33.00000
5436636;33.10000
5449804;33.00000
5462960;32.70000
5476128;32.80000
5489288;33.00000
5502448;33.20000
5515624;32.90000
5528784;32.70000
5541960;32.90000
5555128;32.90000
5568296;33.50000
5581460;32.90000
5594624;32.70000
5607796;32.90000
5620960;33.10000
5634124;33.70000
5647288;33.00000
5660460;32.60000
5673624;32.80000
5686788;33.20000
5699960;33.30000
5713120;33.00000
5726288;32.80000
5739456;32.90000
5752624;33.10000
5765788;33.60000
5778948;33.00000
5792120;32.80000
5805284;32.90000
5818444;33.10000
5831616;33.80000
5844780;33.00000
5857936;32.60000
5871096;33.00000
5884272;33.10000
5897440;33.70000
5910604;33.20000
5923772;32.70000
5936940;32.90000
5950104;33.10000
5963268;33.50000
5976444;33.20000
5989608;32.90000
6002772;32.70000
6015940;33.40000
6029112;33.50000
6042276;33.20000
6055440;33.10000
6068604;33.00000
6081764;33.20000
6094924;33.20000
6108088;33.60000
6121256;33.00000
6134412;33.30000
6147584;33.10000
6160760;33.20000
6173920;33.40000
6187084;33.40000
6200252;33.40000
6213420;33.10000
6226584;32.90000
6239744;33.00000
6252916;33.70000
6266076;25.00000
6279240;24.60000
6292400;24.30000
6305572;24.40000
6318732;25.10000
6331896;25.10000
6345080;24.70000
6358248;24.60000
6371416;24.40000
6384580;24.90000
6397748;24.80000
6410908;25.00000
6424064;24.80000
6437244;24.60000
6450408;24.70000
6463564;24.60000
6476728;24.70000
6489896;24.90000
6503060;24.90000
6516224;24.60000
6529396;24.60000
6542552;24.50000
6555724;24.80000
6568876;24.80000
6582040;24.90000
6595204;24.70000
6608368;24.60000
6621524;24.60000
6634688;24.80000
6647856;25.00000
6661012;25.00000
6674168;24.90000
6687332;24.70000
6700496;25.10000
6713664;24.80000
6726828;24.80000
6739996;24.70000
6753164;25.20000
6766328;25.20000
6779488;25.00000
6792644;24.80000
6805808;24.80000
6818972;25.20000
6832132;25.00000
6845292;25.00000
6858452;24.80000
6871624;24.80000
6884788;25.10000
6897952;25.00000
6911116;24.80000
6924292;24.80000
6937452;25.20000
6950620;25.20000
6963788;25.00000
6976948;24.90000
6990108;25.00000
7003264;25.20000
7016432;25.10000
7029600;25.00000
7042760;25.00000
7055924;24.90000
7069088;25.30000
7082256;25.10000
7095420;25.20000
7108588;25.10000
7121756;24.90000
7134920;25.20000
7148088;25.10000
7161252;25.10000
7174416;24.90000
7187576;25.00000
7200744;25.10000
7213912;25.10000
7227080;25.10000
7240244;25.10000
7253408;24.70000
